nom,distance,ascension_droite,declinaison,masse,temperature,type
HD 106315 b,109.0,12 13 53.3965,-00 23 36.5543,0.03964,1153.0,planet
HD 106315 c,109.0,12 13 53.3965,-00 23 36.5543,0.04782,886.0,planet
USco1621 A b,138.0,16 21 29.5475,-25 29 43.1383,16.0,2270.0,planet
Kepler-1605 b,554.908,19 08 32.3763,+47 29 19.0661,,,planet
Kepler-813 b,,19 02 39.0491,+48 26 07.4156,,,planet
OGLE-2019-BLG-1053L b,6800.0,18 00 40,-27 20 30,0.0078,,planet
HAT-P-24 b,396.0,07 15 18,+14 15 44,0.685,1495.0,planet
HD 120084 b,98.0,13 42 39.2025,+78 03 51.9792,4.5,,planet
TOI-1853 b,165.105,14 05 50,+16 59 33,0.23031,1479.0,planet
LHS 1140 b,14.9861,00 45 00,-15 16 27,0.02007,378.9,planet
LHS 1140 c,14.9861,00 45 00,-15 16 27,0.00554,708.9,planet
HD 75289 A b,28.94,08 47 40,-41 44 12,0.42,,planet
Kepler-961 b,583.976,18 48 08.5183,+43 37 52.5090,,,planet
HIP 11915 b,57.3,02 33 49.02495,-19 36 42.5032,0.99,,planet
Kepler-1147 b,1737.92,19 30 11.4030,+41 38 34.6034,,,planet
Kepler-1009 b,358.41,18 51 26.3744,+42 39 56.7407,,,planet
HD 99283 b,,11 25 57.00,+55 51 02.00,0.97,,planet
Kepler-323 c,499.35,19 25 31.7359,+38 07 38.8962,,,planet
Kepler-323 b,499.35,19 25 31.7359,+38 07 38.8962,,,planet
Kepler-486 b,441.813,18 59 31.1991,+49 16 01.1707,,,planet
K2-52 b,1041.7,16 26 26.7310,-24 58 11.8188,,2004.0,planet
TOI-2459 b,36.6113,05 28 34,-39 22 23,0.0284,445.01,planet
Kepler-238 e,1659.85,19 11 35.3058,+40 38 16.1435,,,planet
Kepler-238 d,1659.85,19 11 35.3058,+40 38 16.1435,,,planet
Kepler-238 c,1659.85,19 11 35.3058,+40 38 16.1435,,,planet
Kepler-238 b,1659.85,19 11 35.3058,+40 38 16.1435,,,planet
Kepler-238 f,1659.85,19 11 35.3058,+40 38 16.1435,,,planet
Kepler-909 b,312.373,19 18 01.5284,+45 22 15.6719,,,planet
HATS-54 b,764.4,13 22 32.3724,-44 41 19.6988,0.76,1625.0,planet
HD 100655 b,122.0,11 35 03.7529,+20 26 29.5636,1.7,749.4,planet
Gliese 221 b,20.0,05 53 00.00,-05 59 40.92,0.027,,planet
Gliese 221 c,20.0,05 53 00.00,-05 59 40.92,0.17,,planet
Gliese 221 d,20.0,05 53 00.00,-05 59 40.92,0.0582,,planet
Gliese 221 e,20.0,05 53 00.00,-05 59 40.92,0.0104,,planet
WISE J1355-8258 b,16.7,13 55 03.00,-82 58 38.00,9.0,,planet
HD 217107 b,20.0,22 58 15.5409,-02 23 43.3871,1.4135,,planet
HD 217107 c,20.0,22 58 15.5409,-02 23 43.3871,4.48,,planet
MOA-2016-BLG-231 b,2850.0,17 53 12.00,-30 11 32.00,9.0,,planet
HATS-22 b,207.9,11 36 02.3390,-29 32 35.9575,2.74,,planet
K2-344 b,75.1691,09 05 27,+21 40 07,0.00993,722.0,planet
K2-167 b,81.3,22 26 18.1896,-18 00 40.2192,,,planet
TOI-3976 A b,516.087,14 57 25,+44 16 28,0.175,1295.0,planet
Kepler-1656 b,186.88,18 57 53.3247,+39 54 42.5287,0.15291,651.0,planet
KMT-2016-BLG-1820L b,6260.0,17 55 04,-29 31 01,4.57,,planet
K2-409 b,431.031,15 13 49,-16 21 05,0.0211,,planet
WASP-160 B b,284.0,05 50 43.0631,-27 37 23.4187,0.278,1119.0,planet
Kepler-156 c,482.88,19 21 11.1605,+37 44 58.1810,,,planet
Kepler-156 b,482.88,19 21 11.1605,+37 44 58.1810,,,planet
Kepler-565 b,,18 54 28.3130,+47 11 48.0343,,,planet
Kepler-373 b,763.85,19 17 33.1220,+50 35 49.3719,,,planet
Kepler-373 c,763.85,19 17 33.1220,+50 35 49.3719,,,planet
TOI-3082 b,113.048,13 03 38,-19 13 08,0.0409,1032.78,planet
HD 98649 b,40.3,11 20 51.7687,-23 13 02.4250,6.8,,planet
HD 95089 b,139.0,10 58 47.73629,+01 43 45.1758,1.2,,planet
HD 95089 c,139.0,10 58 47.73629,+01 43 45.1758,3.97,,planet
GJ 338 B b,6.33,09 14 24.6830,+52 41 10.9061,0.03231,391.0,planet
DMPP-3 A b,48.9,06 06 30,-72 30 46,0.00812,854.0,planet
HD 136352 b,14.8,15 21 48.1511,-48 19 03.4624,0.0166,842.3,planet
HD 136352 c,14.8,15 21 48.1511,-48 19 03.4624,0.0358,630.8,planet
HD 136352 d,14.8,15 21 48.1511,-48 19 03.4624,0.03,397.3,planet
Kepler-1379 b,996.711,19 34 40.9078,+41 24 36.9156,,,planet
16 Cygni B b,21.146,19 41 48.95343,+50 31 30.2153,1.77,,planet
HD 47366 b,84.56,06 37 40.7939,-12 59 06.4248,2.3,,planet
HD 47366 c,84.56,06 37 40.7939,-12 59 06.4248,1.88,,planet
Kepler-1515 b,547.765,19 23 53.7420,+48 10 41.3901,,,planet
TOI-444 b,57.3973,04 16 44,-26 45 59,0.0255,609.0,planet
Kepler-224 c,773.13,19 23 44.2257,+47 21 27.3023,,,planet
Kepler-224 d,773.13,19 23 44.2257,+47 21 27.3023,,,planet
Kepler-224 b,773.13,19 23 44.2257,+47 21 27.3023,,,planet
Kepler-224 e,773.13,19 23 44.2257,+47 21 27.3023,,,planet
HIP 13044 b,701.0,02 47 37.4431,-36 06 27.0322,1.25,2011.0,planet
Kepler-775 b,403.323,19 25 43.9934,+41 42 12.3335,,,planet
K2-242 b,109.6,11 59 20.6093,-06 31 04.2042,,416.0,planet
Kepler-1658 b,806.07,19 37 25.5734,+38 56 50.5158,5.88,,planet
Kepler-1661 b,415.52,19 00 40.1133,+41 58 01.3874,0.05349,243.0,planet
Kepler-376 c,785.94,19 26 25.7196,+38 24 37.3761,,,planet
Kepler-376 b,785.94,19 26 25.7196,+38 24 37.3761,,,planet
TOI-1696 b,65.03,04 21 07.00,+48 49 11.00,,489.0,planet
AF Lep b,26.8564,05 27 05,-11 54 04,3.2,1400.0,planet
Kepler-1115 b,1011.12,19 39 58.0258,+40 08 39.8235,,,planet
Kepler-1581 b,500.225,19 09 29.1035,+39 36 12.8969,,,planet
Kepler-727 b,851.716,19 39 23.2595,+45 02 03.8565,,,planet
HD 27631 b,45.5,04 19 45.4693,-41 57 36.9515,1.45,137.7,planet
Gliese 3021 A b,17.62,00 16 12,-79 51 04,3.37,,planet
Kepler-299 c,1107.98,18 52 49.6708,+48 34 49.7935,,,planet
Kepler-299 d,1107.98,18 52 49.6708,+48 34 49.7935,,,planet
Kepler-299 b,1107.98,18 52 49.6708,+48 34 49.7935,,,planet
Kepler-299 e,1107.98,18 52 49.6708,+48 34 49.7935,,,planet
HATS-41 b,800.0,06 54 04.1655,-27 03 01.4223,9.7,1710.0,planet
HD 217850 b,65.9,23 02 36.6763,+58 52 33.5377,21.6,,planet
KELT-6 b,222.0,13 03 55.6468,+30 38 24.2797,0.442,,planet
KELT-6 c,222.0,13 03 55.6468,+30 38 24.2797,3.71,,planet
Kepler-1067 b,667.693,19 01 33,+45 02 56,0.00137,1872.0,planet
Kepler-1067 c,667.693,19 01 33,+45 02 56,0.0116,973.0,planet
HAT-P-28 b,395.0,00 52 00.1877,+34 43 42.2030,0.626,1262.4,planet
Kepler-1220 b,987.849,19 48 16.8891,+42 58 39.9123,,,planet
OGLE-2006-BLG-109L b,1510.0,17 52 34.55,-30 05 15.7,0.727,,planet
OGLE-2006-BLG-109L c,1510.0,17 52 34.55,-30 05 15.7,0.271,,planet
Kepler-59 b,811.89,19 08 09.4789,+46 38 24.4410,0.003828,,planet
Kepler-59 c,811.89,19 08 09.4789,+46 38 24.4410,0.012848,,planet
WASP-11 b,125.1,03 09 29,+30 40 25,0.46,943.2,planet
Kepler-649 b,521.458,19 02 37.4250,+45 04 46.3688,,,planet
Kepler-82 b,927.97,19 31 29.6084,+42 57 58.0673,0.03823,,planet
Kepler-82 c,927.97,19 31 29.6084,+42 57 58.0673,0.04373,,planet
Kepler-82 d,927.97,19 31 29.6084,+42 57 58.0673,,,planet
Kepler-82 e,927.97,19 31 29.6084,+42 57 58.0673,,,planet
Kepler-82 f,927.97,19 31 29.6084,+42 57 58.0673,0.06576,,planet
TOI-1298 b,319.0,16 05 18.00,+70 11 23.00,0.356,1388.0,planet
TOI-2081 b,62.31,17 37 13.00,+53 01 32.00,0.016,488.0,planet
Kepler-1054 b,1125.75,19 22 24.2747,+44 33 23.0173,,,planet
Kepler-641 b,997.705,19 27 17.6422,+42 30 58.3953,,,planet
HD 76920 b,184.8,08 55 16.8171,-67 15 55.6996,3.93,,planet
Kepler-280 b,771.8,19 25 33.7229,+42 10 50.0529,,,planet
Kepler-280 c,771.8,19 25 33.7229,+42 10 50.0529,,,planet
Kepler-1887 b,1366.18,19 15 49,+44 42 21,0.0279,625.0,planet
OGLE-2018-BLG-0506 b,5600.0,17 50 31.00,-31 55 27.00,0.0513,,planet
Kepler-1984 b,,19 25 08,+40 43 48,0.117,675.0,planet
KIC 5479689 b,460.9569,19 57 18.1378,+40 38 17.5502,0.5,,planet
WASP-64 b,350.0,06 44 27.6052,-32 51 30.1787,1.271,1689.0,planet
HD 136118 b,51.4359,15 18 55,-01 35 32,13.1353,,planet
Kepler-1999 b,701.255,18 49 29,+48 15 33,0.0341,577.0,planet
Kepler-1480 b,508.208,19 27 59.9479,+49 18 06.5961,,,planet
Kepler-298 b,474.25,18 52 09.5528,+48 49 31.3162,,,planet
Kepler-298 c,474.25,18 52 09.5528,+48 49 31.3162,,,planet
Kepler-298 d,474.25,18 52 09.5528,+48 49 31.3162,,,planet
HATS-46 b,448.0,00 26 48.5936,-56 41 02,0.173,,planet
Kepler-1774 b,816.592,19 14 18,+40 59 19,0.0322,522.0,planet
Kepler-468 b,448.612,19 15 36.5420,+49 22 13.7485,,,planet
Kepler-1552 b,786.287,19 26 42.4387,+38 52 29.6656,,,planet
TOI-3785 b,79.7634,08 43 36,+63 04 41,0.04704,582.0,planet
mu Leo b,38.05,09 52 45.81654,+26 00 25.0319,2.4,,planet
Kepler-1286 b,1409.24,18 41 02.0135,+43 50 08.7467,,,planet
TOI-1601 b,336.0,02 33 27.00,+41 00 48.00,0.99,1619.0,planet
KOI-341 b,418.445,19 51 50.7704,+48 14 39.7396,,,planet
KOI-341 c,418.445,19 51 50.7704,+48 14 39.7396,,,planet
K2-332 b,123.202,09 03 32,+14 15 02,0.0172,266.0,planet
EPIC 206032309 b,162.09,22 44 57.7798,-13 54 03.2712,,,planet
Kepler-1610 b,885.583,19 43 37.2019,+45 24 19.5528,,,planet
Kepler-728 b,1859.77,19 24 22.1632,+45 06 55.9428,,,planet
Kepler-831 b,603.865,19 39 56.5153,+42 43 39.6184,,,planet
TOI-733 b,75.2092,10 37 38,-40 53 18,0.018,1055.8,planet
Kepler-1238 b,1709.4,19 51 37.3870,+40 09 46.2749,,,planet
Kepler-665 b,623.558,19 48 06.1451,+48 28 42.9076,,,planet
Kepler-219 b,953.85,19 14 57.3495,+46 45 45.2903,,,planet
Kepler-219 c,953.85,19 14 57.3495,+46 45 45.2903,,,planet
Kepler-219 d,953.85,19 14 57.3495,+46 45 45.2903,,,planet
GJ 514 b,7.61778,13 30 01,+10 22 21,0.01636,202.0,planet
Kepler-1485 b,626.723,19 52 22.9003,+44 44 13.4698,,,planet
K2-401 b,200.727,10 19 57,+03 57 17,0.0181,,planet
HD 114783 b,20.5,13 12 43.78556,-02 15 54.1335,1.1,,planet
HD 114783 c,20.5,13 12 43.78556,-02 15 54.1335,0.611,,planet
HD 190228 b,62.7146,20 03 01,+28 18 24,5.03,,planet
HN Lib b,6.24442,14 34 16,-12 31 01,0.01718,234.4,planet
HIP 38594 b,17.8,07 54 10.8827,-25 18 11.4205,0.02549,,planet
HIP 38594 c,17.8,07 54 10.8827,-25 18 11.4205,0.15228,,planet
Kepler-526 b,679.117,19 50 36.2245,+47 23 46.5942,,,planet
Kepler-283 b,534.37,19 34 27.2929,+47 50 20.4314,,,planet
Kepler-283 c,534.37,19 34 27.2929,+47 50 20.4314,,,planet
Kepler-834 b,645.245,19 08 13.0766,+45 10 49.2962,,,planet
Kepler-993 b,327.397,19 30 27.3825,+44 23 40.7223,,,planet
WASP-6 b,307.0,23 12 37.7368,-22 40 26.2774,0.503,1092.2,planet
Kepler-318 b,605.0,19 53 55.8773,+46 47 37.0430,,,planet
Kepler-318 c,605.0,19 53 55.8773,+46 47 37.0430,,,planet
Kepler-441 b,284.0,18 58 16.0587,+49 00 45.2160,,,planet
Kepler-1611 b,,19 46 02.8868,+49 43 39.9165,,,planet
Kepler-657 b,1778.73,19 24 47.3506,+47 18 28.0033,,,planet
Kepler-620 b,1410.24,19 24 38.2539,+51 20 05.5508,,,planet
Kepler-828 b,585.001,19 07 32.9431,+42 28 16.4697,,,planet
Kepler-1326 b,712.099,19 44 53.3177,+39 16 08.2246,,,planet
Kepler-653 b,606.061,18 48 51.1087,+46 43 04.1574,,,planet
Kepler-653 c,606.061,18 48 51.1087,+46 43 04.1574,,,planet
Kepler-225 c,342.18,19 28 46.5622,+47 27 25.5640,,,planet
Kepler-225 b,342.18,19 28 46.5622,+47 27 25.5640,,,planet
Kepler-499 b,565.739,19 40 26.3811,+43 54 54.6542,,,planet
K2-157 b,294.6,12 15 00.3208,-05 46 55.1454,,,planet
TOI-561 b,85.8,09 52 44,+06 12 58,0.005,,planet
TOI-561 c,85.8,09 52 44,+06 12 58,0.01699,,planet
TOI-561 d,85.8,09 52 44,+06 12 58,0.0376,,planet
TOI-561 e,85.8,09 52 44,+06 12 58,0.05034,,planet
TOI-561 f,85.8,09 52 44,+06 12 58,0.00944,750.0,planet
HD 188015 A b,52.6,19 52 04,+28 06 01,1.26,,planet
Kepler-353 c,370.06,19 47 25.5847,+41 45 29.4197,,,planet
Kepler-353 b,370.06,19 47 25.5847,+41 45 29.4197,,,planet
Kepler-711 b,635.768,19 49 50.3993,+42 50 23.6679,,,planet
HAT-P-18 b,166.0,17 05 23.1475,+33 00 44.9391,0.196,841.0,planet
Kepler-529 b,,19 03 33.2082,+47 52 49.3433,,,planet
Kepler-529 c,,19 03 33.2082,+47 52 49.3433,,,planet
Gliese 504 b,17.56,13 16 46.51596,+09 25 26.9590,,544.0,planet
GJ 393 b,7.0375,10 28 55.5513,+00 50 27.6018,0.00538,485.0,planet
Kepler-329 c,390.8,19 57 04.3231,+45 13 38.7576,,,planet
Kepler-329 b,390.8,19 57 04.3231,+45 13 38.7576,,,planet
HD 34445 b,45.37,05 17 40.9804,+07 21 12.0547,0.629,,planet
HD 34445 c,45.37,05 17 40.9804,+07 21 12.0547,0.168,,planet
HD 34445 d,45.37,05 17 40.9804,+07 21 12.0547,0.097,,planet
HD 34445 e,45.37,05 17 40.9804,+07 21 12.0547,0.0529,,planet
HD 34445 f,45.37,05 17 40.9804,+07 21 12.0547,0.119,,planet
HD 34445 g,45.37,05 17 40.9804,+07 21 12.0547,0.38,,planet
Kepler-437 b,417.0,19 49 23.3655,+44 01 36.9642,,,planet
Kepler-1209 b,512.899,19 10 20.3835,+49 09 17.1888,,,planet
K2-288 B b,65.72,03 41 46,+18 16 08,,226.0,planet
MOA-bin-1L b,5100.0,17 51 10.20,-29 47 38.3,3.7,,planet
Kepler-622 b,287.117,18 57 54.8324,+40 55 59.1867,,,planet
TOI-2000 b,175.713,09 45 35,-66 41 12,0.0347,1488.0,planet
TOI-2000 c,175.713,09 45 35,-66 41 12,0.257,1038.0,planet
Kepler-34 (AB) b,1500.0,19 45 45,+44 38 30,0.22,,planet
HD 32963 b,36.39,05 07 55.76384,+26 19 40.6623,0.7,,planet
Kepler-1952 b,852.062,19 12 18,+43 57 31,0.0065,725.0,planet
Kepler-1459 b,461.51,18 49 41.5277,+46 00 50.4299,,,planet
Kepler-1883 b,1377.61,19 27 41,+42 00 09,0.0334,416.0,planet
HIP 35173 b,33.19,07 16 10.6750,-03 39 57.2724,0.03996,,planet
HD 20003 b,43.8,03 07 37.9173,-72 19 18.7956,0.0378,751.7,planet
HD 20003 c,43.8,03 07 37.9173,-72 19 18.7956,0.0422,534.5,planet
Kepler-569 b,650.237,18 54 01.7407,+48 33 09.4005,,,planet
TrES-1 b,157.0,19 04 09.8516,+36 37 57.4459,0.761,,planet
K2-240 c,70.0,15 11 23.9073,-17 52 30.7961,,389.0,planet
K2-240 b,70.0,15 11 23.9073,-17 52 30.7961,,586.0,planet
KOI-195 b,880.0,19 17 44.3197,+49 28 24.3051,0.34,1300.0,planet
Kepler-1885 b,818.482,19 15 00,+47 29 27,0.0091,1205.0,planet
Kepler-178 b,963.58,19 08 24.2566,+46 53 47.3599,,,planet
Kepler-178 d,963.58,19 08 24.2566,+46 53 47.3599,,,planet
Kepler-178 c,963.58,19 08 24.2566,+46 53 47.3599,,,planet
Kepler-1217 b,1401.74,19 16 44.8010,+50 56 15.2396,,,planet
Kepler-773 b,555.803,19 23 32.3203,+38 03 27.2683,,,planet
Kepler-19 b,219.95,19 21 40.9995,+37 51 06.4362,0.02643,,planet
Kepler-19 c,219.95,19 21 40.9995,+37 51 06.4362,0.04122,,planet
Kepler-19 d,219.95,19 21 40.9995,+37 51 06.4362,0.07079,,planet
HD 96700 b,25.6,11 07 54.4269,-30 10 28.4451,0.0284,1001.4,planet
HD 96700 c,25.6,11 07 54.4269,-30 10 28.4451,0.04,425.4,planet
Kepler-1799 b,2254.69,19 13 14,+51 28 42,0.0501,770.0,planet
Kepler-945 b,,19 25 04.7401,+42 05 45.7662,,,planet
Kepler-1377 b,1183.85,19 16 46.9091,+46 39 05.9572,,,planet
Kepler-520 b,747.943,19 32 43.2753,+41 37 03.9270,,,planet
Kepler-520 c,747.943,19 32 43.2753,+41 37 03.9270,,,planet
HD 113996 b,116.34,13 07 10.7300,+27 37 29.0585,6.3,,planet
OGLE-TR-56 b,1500.0,17 56 35.5015,-29 32 21.4767,1.3,1390.3,planet
K2-320 b,109.07,10 53 01,+05 18 24,,698.0,planet
NGTS-14 A b,325.1,21 54 04.00,-38 22 39.00,0.092,1143.0,planet
K2-346 b,105.58,08 23 57,+22 39 48,0.018,450.0,planet
WASP-172 b,562.0,13 17 44.1223,-47 14 15.2770,0.47,1740.0,planet
Kepler-1693 b,776.92,19 20 48,+48 11 09,,,planet
Kepler-644 b,1369.11,19 41 54.1747,+43 29 35.2746,,,planet
Kepler-1592 b,1717.92,19 35 24.1534,+38 23 51.9145,,,planet
Kepler-714 b,,18 50 47.8787,+43 16 21.8794,,,planet
WTS-2 b,1030.7,19 34 55.8667,+36 48 55.8471,1.12,2000.0,planet
HD 142022 A b,35.87,16 10 15,-84 13 53,5.1,112.3,planet
KMT-2021-BLG-1554 b,7680.0,17 51 13.00,-31 51 52.00,0.12,,planet
KMT-2019-BLG-1953L b,7040.0,17 56 28,-28 12 04,0.64,,planet
HIP 105854 b,78.8,21 26 22.8744,-37 49 45.9539,8.2,,planet
WASP-108 b,220.0,13 03 18.7182,-49 38 22.8319,0.892,1590.0,planet
HD 31527 b,38.6,04 55 38.3827,-23 14 30.7589,0.0363,770.9,planet
HD 31527 c,38.6,04 55 38.3827,-23 14 30.7589,0.0498,528.8,planet
HD 31527 d,38.6,04 55 38.3827,-23 14 30.7589,0.0519,299.2,planet
WISE J033605.05-014350.4 b,,03 36 05,-01 43 50,8.25,325.0,planet
K2-138 g,202.59,23 15 48,-10 50 59,,445.0,planet
K2-138 b,202.59,23 15 48,-10 50 59,,1157.0,planet
K2-138 c,202.59,23 15 48,-10 50 59,,1012.0,planet
K2-138 d,202.59,23 15 48,-10 50 59,,888.0,planet
K2-138 e,202.59,23 15 48,-10 50 59,,757.0,planet
K2-138 f,202.59,23 15 48,-10 50 59,,653.0,planet
Kepler-331 b,466.86,19 27 20.2410,+39 18 26.4843,,,planet
Kepler-331 c,466.86,19 27 20.2410,+39 18 26.4843,,,planet
Kepler-331 d,466.86,19 27 20.2410,+39 18 26.4843,,,planet
Kepler-815 b,1306.85,19 00 53.0660,+47 52 52.8201,,,planet
Kepler-270 b,1098.1,18 48 48.0254,+44 25 20.1854,,,planet
Kepler-270 c,1098.1,18 48 48.0254,+44 25 20.1854,,,planet
K2-195 b,499.8,13 19 19.5635,-08 30 34.1363,,,planet
K2-195 c,499.8,13 19 19.5635,-08 30 34.1363,,,planet
EPIC 203311200 b,437.0,16 03 54.3405,-26 33 13.4138,,,planet
Kepler-636 b,504.566,19 34 22.0931,+41 05 42.5186,,,planet
HATS-17 b,339.0,12 48 45.5453,-47 36 49.2878,1.338,,planet
TOI-564 b,197.4,08 41 10.8395,-16 02 10.6079,1.463,1714.0,planet
HATS-8 b,829.0,19 39 46.0127,-25 44 54.0091,0.138,1324.0,planet
HAT-P-30 b,193.0,08 15 48,+05 50 12,0.711,1552.5,planet
HD 218566 b,28.55,23 09 10.72771,-02 15 38.6775,0.21,,planet
HD 9446 b,53.0,01 33 20.1848,+29 15 54.5389,0.7,586.1,planet
HD 9446 c,53.0,01 33 20.1848,+29 15 54.5389,1.82,315.8,planet
Kepler-957 b,844.381,19 20 37.5226,+48 49 08.3452,,,planet
TOI-4010 d,177.504,01 20 52,+66 04 20,0.12003,650.0,planet
TOI-4010 b,177.504,01 20 52,+66 04 20,0.03461,1441.0,planet
TOI-4010 e,177.504,01 20 52,+66 04 20,2.17728,174.0,planet
TOI-4010 c,177.504,01 20 52,+66 04 20,0.0639,907.0,planet
Kepler-42 b,38.7,19 28 52.5687,+44 37 08.9902,,,planet
Kepler-42 c,38.7,19 28 52.5687,+44 37 08.9902,,,planet
Kepler-42 d,38.7,19 28 52.5687,+44 37 08.9902,,,planet
Kepler-1443 b,603.064,18 53 44.5820,+47 04 00.6385,,,planet
Kepler-903 b,1425.31,19 15 05.0446,+40 39 51.1192,,,planet
Kepler-903 c,1425.31,19 15 05.0446,+40 39 51.1192,,,planet
WASP-126 b,234.0,04 13 29.7455,-69 13 36.5617,0.28411,,planet
WASP-126 c,234.0,04 13 29.7455,-69 13 36.5617,0.20199,,planet
KMT-2019-BLG-1552L b,4600.0,17 58 23,-27 34 01,4.05,,planet
Kepler-1869 b,113.025,19 30 28,+42 45 52,0.00458,865.0,planet
Kepler-1327 b,691.611,19 16 15.5722,+50 27 39.6245,,,planet
Kepler-1475 b,1639.08,19 43 47.5872,+44 45 11.2254,,,planet
KIC 7917485 b,1439.2631,19 57 44.3028,+43 37 57.4786,11.8,,planet
HD 221416 b,95.08,23 32 08.0724,-21 48 05.1168,0.19,,planet
TOI-2406 b,55.6,00 35 13.00,-03 22 14.00,0.0286,447.0,planet
Kepler-305 b,889.64,19 56 54,+40 20 36,0.033,,planet
Kepler-305 c,889.64,19 56 54,+40 20 36,0.019,,planet
Kepler-305 d,889.64,19 56 54,+40 20 36,,,planet
Kepler-305 e,889.64,19 56 54,+40 20 36,,,planet
Kepler-930 b,869.565,19 53 15.4626,+42 14 50.7594,,,planet
K2-382 b,278.412,19 09 39,-19 37 37,0.0156,,planet
HIP 4845 b,21.11,01 02 21.1343,-10 25 25.8942,0.04531,,planet
Kepler-1366 b,471.921,19 00 15.5801,+41 33 17.5584,,,planet
K2-230 b,497.6,12 45 27.1694,-06 34 33.9987,,,planet
Kepler-184 b,727.97,19 27 48.4549,+43 04 28.9733,,,planet
Kepler-184 c,727.97,19 27 48.4549,+43 04 28.9733,,,planet
Kepler-184 d,727.97,19 27 48.4549,+43 04 28.9733,,,planet
HD 209458 b,47.0,22 03 10.7729,+18 53 03.5482,0.714,1316.1,planet
Kepler-1080 b,1440.09,19 45 51.4802,+49 10 58.4601,,,planet
Kepler-1283 b,,19 41 50.9652,+40 46 37.0946,,,planet
GJ 4276 b,21.35,22 25 17.0663,+59 24 49.8171,0.05213,,planet
HD 187085 b,44.98,19 49 33.9664,-37 46 49.9739,0.75,215.5,planet
Kepler-538 b,156.66,19 49 56.8507,+49 37 24.3558,0.03335,380.0,planet
HD 156846 b,49.0,17 20 34.31129,-19 20 01.4991,263.0,,planet
TOI-2193 b,345.3,20 54 46.00,-72 48 17.00,0.94,1763.0,planet
Kepler-702 b,1020.3,19 35 30.7407,+41 39 42.3152,,,planet
HD 67087 b,88.8,08 07 39.75457,+31 33 04.7381,3.06,,planet
HD 67087 c,88.8,08 07 39.75457,+31 33 04.7381,4.85,,planet
K2-146 c,79.31,08 40 06.4242,+19 05 34.4295,0.02358,,planet
K2-146 b,79.31,08 40 06.4242,+19 05 34.4295,0.01816,,planet
HAT-P-48 b,321.9,02 57 53.0158,+30 37 32.3336,0.168,,planet
K2-279 b,183.8,13 39 07.1208,-06 02 29.4997,,879.0,planet
MOA-2020-BLG-135L b,7900.0,17 53 42,-29 48 27,0.03555,,planet
Kepler-1391 b,1070.2055,19 39 19.4446,+46 39 34.5028,,,planet
Kepler-1566 b,472.947,18 54 21.0265,+40 34 29.7801,,,planet
Wolf 1061 b,4.2922,16 30 18.05803,-12 39 45.3232,0.00428,,planet
Wolf 1061 c,4.2922,16 30 18.05803,-12 39 45.3232,0.0134,,planet
Wolf 1061 d,4.2922,16 30 18.05803,-12 39 45.3232,0.0164,,planet
GJ 9827 b,29.69,23 27 04.8376,-01 17 10.5856,0.01545,,planet
GJ 9827 c,29.69,23 27 04.8376,-01 17 10.5856,0.00264,,planet
GJ 9827 d,29.69,23 27 04.8376,-01 17 10.5856,0.01271,,planet
Kepler-203 b,800.07,19 48 21.5923,+41 23 16.9865,,,planet
Kepler-203 c,800.07,19 48 21.5923,+41 23 16.9865,,,planet
Kepler-203 d,800.07,19 48 21.5923,+41 23 16.9865,,,planet
Kepler-1091 b,938.615,19 59 08.5083,+43 40 14.7021,,,planet
EPIC 201170410 b,134.0,11 20 33.8054,-04 48 25.2140,,,planet
Kepler-824 b,1243.78,19 21 54.5790,+39 43 55.2172,,,planet
2M 1938+4603 b,400.8,19 38 32.6,+46 03 59,1.9,,planet
KMT-2022-BLG-0371L b,7140.0,17 41 27,-34 41 55,0.26,,planet
OGLE-2007-BLG-349L (AB) c,2760.0,18 05 24.43,-26 25 19.0,0.252,,planet
HD 41004 A b,43.03,05 59 50,-48 14 23,2.54,174.8,planet
Kepler-1289 b,1086.1301,19 45 33.3136,+41 02 25.9954,,,planet
Kepler-1304 b,,19 01 06.3334,+39 26 48.7330,,,planet
Kepler-1092 b,1009.49,19 50 53.5575,+47 06 45.5336,,,planet
K2-118 b,324.7,08 48 30.4546,+15 39 21.5303,,,planet
KOI-428 b,2468.5,19 47 15.2875,+47 31 35.6652,2.2,,planet
K2-85 b,85.56,03 57 51.4565,+18 27 54.8860,,,planet
K2-264 b,187.0,08 45 26.0461,+19 41 54.4462,,496.0,planet
K2-264 c,187.0,08 45 26.0461,+19 41 54.4462,,331.0,planet
Kepler-367 b,196.01,19 49 10.1869,+49 58 53.9242,,,planet
Kepler-367 c,196.01,19 49 10.1869,+49 58 53.9242,,,planet
Kepler-172 b,901.77,18 53 28.4170,+41 49 18.5507,,,planet
Kepler-172 c,901.77,18 53 28.4170,+41 49 18.5507,,,planet
Kepler-172 d,901.77,18 53 28.4170,+41 49 18.5507,,,planet
Kepler-172 e,901.77,18 53 28.4170,+41 49 18.5507,,,planet
KMT-2022-BLG-1013L b,7710.0,17 38 50,-28 21 20,0.31,,planet
Kepler-772 b,1167.82,19 25 41.6593,+38 12 59.6775,,,planet
GJ 9714 b,20.5121,21 01 39,-32 31 30,9.60029,,planet
Kepler-102 e,119.3,18 45 55.8561,+47 12 28.8435,0.028091,,planet
Kepler-102 d,119.3,18 45 55.8561,+47 12 28.8435,0.011954,,planet
